"question_id","poll_id","state","pct","candidate_party","candidate_name","created_at_date","start_dt","end_dt","sum_pct","trump_net","max.pct","winner","dem_pct","dem_lead"
116815,63513,"New Hampshire",43.7,"DEM","Bernard Sanders",2020-02-10,2020-02-08,2020-02-10,43.7,0,46.9,"NO",0.48233995584989,-3.2
116815,63513,"New Hampshire",46.9,"REP","Donald Trump",2020-02-10,2020-02-08,2020-02-10,46.9,0,46.9,"YES",0.48233995584989,-3.2
116816,63513,"New Hampshire",40.5,"DEM","Elizabeth Warren",2020-02-10,2020-02-08,2020-02-10,40.5,0,46.8,"NO",0.463917525773196,-6.3
116816,63513,"New Hampshire",46.8,"REP","Donald Trump",2020-02-10,2020-02-08,2020-02-10,46.8,0,46.8,"YES",0.463917525773196,-6.3
116817,63513,"New Hampshire",43.5,"DEM","Joseph R. Biden Jr.",2020-02-10,2020-02-08,2020-02-10,43.5,0,45.9,"NO",0.486577181208054,-2.4
116817,63513,"New Hampshire",45.9,"REP","Donald Trump",2020-02-10,2020-02-08,2020-02-10,45.9,0,45.9,"YES",0.486577181208054,-2.4
116818,63513,"New Hampshire",46.1,"DEM","Pete Buttigieg",2020-02-10,2020-02-08,2020-02-10,46.1,0,46.1,"YES",0.50437636761488,0.800000000000004
116818,63513,"New Hampshire",45.3,"REP","Donald Trump",2020-02-10,2020-02-08,2020-02-10,45.3,0,46.1,"NO",0.50437636761488,0.800000000000004
116800,63511,NA,44,"DEM","Joseph R. Biden Jr.",2020-02-10,2020-02-06,2020-02-10,44,0,44,"YES",0.511627906976744,2
116800,63511,NA,42,"REP","Donald Trump",2020-02-10,2020-02-06,2020-02-10,42,0,44,"NO",0.511627906976744,2
116801,63511,NA,45,"DEM","Bernard Sanders",2020-02-10,2020-02-06,2020-02-10,45,0,45,"YES",0.523255813953488,4
116801,63511,NA,41,"REP","Donald Trump",2020-02-10,2020-02-06,2020-02-10,41,0,45,"NO",0.523255813953488,4
116802,63511,NA,41,"REP","Donald Trump",2020-02-10,2020-02-06,2020-02-10,41,0,45,"NO",0.523255813953488,4
116803,63511,NA,42,"DEM","Elizabeth Warren",2020-02-10,2020-02-06,2020-02-10,42,0,42,"YES",0.5,0
116803,63511,NA,42,"REP","Donald Trump",2020-02-10,2020-02-06,2020-02-10,42,0,42,"YES",0.5,0
116804,63511,NA,41,"DEM","Pete Buttigieg",2020-02-10,2020-02-06,2020-02-10,41,0,41,"YES",0.5,0
116804,63511,NA,41,"REP","Donald Trump",2020-02-10,2020-02-06,2020-02-10,41,0,41,"YES",0.5,0
116764,63496,NA,50,"DEM","Joseph R. Biden Jr.",2020-02-10,2020-02-05,2020-02-09,50,0,50,"YES",0.537634408602151,7
116764,63496,NA,43,"REP","Donald Trump",2020-02-10,2020-02-05,2020-02-09,43,0,50,"NO",0.537634408602151,7
116765,63496,NA,51,"DEM","Bernard Sanders",2020-02-10,2020-02-05,2020-02-09,51,0,51,"YES",0.542553191489362,8
116765,63496,NA,43,"REP","Donald Trump",2020-02-10,2020-02-05,2020-02-09,43,0,51,"NO",0.542553191489362,8
116766,63496,NA,48,"DEM","Elizabeth Warren",2020-02-10,2020-02-05,2020-02-09,48,0,48,"YES",0.521739130434783,4
116766,63496,NA,44,"REP","Donald Trump",2020-02-10,2020-02-05,2020-02-09,44,0,48,"NO",0.521739130434783,4
116767,63496,NA,47,"DEM","Pete Buttigieg",2020-02-10,2020-02-05,2020-02-09,47,0,47,"YES",0.522222222222222,4
116767,63496,NA,43,"REP","Donald Trump",2020-02-10,2020-02-05,2020-02-09,43,0,47,"NO",0.522222222222222,4
116768,63496,NA,49,"DEM","Amy Klobuchar",2020-02-10,2020-02-05,2020-02-09,49,0,49,"YES",0.532608695652174,6
116768,63496,NA,43,"REP","Donald Trump",2020-02-10,2020-02-05,2020-02-09,43,0,49,"NO",0.532608695652174,6
116769,63496,NA,42,"REP","Donald Trump",2020-02-10,2020-02-05,2020-02-09,42,0,51,"NO",0.548387096774194,9
116820,63514,NA,41,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-09,41,0,46,"NO",0.528735632183908,5
116821,63514,NA,45,"DEM","Joseph R. Biden Jr.",2020-02-11,2020-02-04,2020-02-09,45,0,45,"YES",0.517241379310345,3
116821,63514,NA,42,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-09,42,0,45,"NO",0.517241379310345,3
116822,63514,NA,45,"DEM","Bernard Sanders",2020-02-11,2020-02-04,2020-02-09,45,0,45,"YES",0.511363636363636,2
116822,63514,NA,43,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-09,43,0,45,"NO",0.511363636363636,2
116823,63514,NA,43,"DEM","Elizabeth Warren",2020-02-11,2020-02-04,2020-02-09,43,0,43,"YES",0.5,0
116823,63514,NA,43,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-09,43,0,43,"YES",0.5,0
116824,63514,NA,43,"DEM","Pete Buttigieg",2020-02-11,2020-02-04,2020-02-09,43,0,43,"YES",0.505882352941176,1
116824,63514,NA,42,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-09,42,0,43,"NO",0.505882352941176,1
116836,63515,"Alabama",35,"DEM","Elizabeth Warren",2020-02-11,2020-02-04,2020-02-06,35,0,62,"NO",0.360824742268041,-27
116836,63515,"Alabama",62,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-06,62,0,62,"YES",0.360824742268041,-27
116837,63515,"Alabama",54,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-06,54,0,54,"YES",0.425531914893617,-14
116838,63515,"Alabama",37,"DEM","Pete Buttigieg",2020-02-11,2020-02-04,2020-02-06,37,0,58,"NO",0.389473684210526,-21
116838,63515,"Alabama",58,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-06,58,0,58,"YES",0.389473684210526,-21
116839,63515,"Alabama",38,"DEM","Joseph R. Biden Jr.",2020-02-11,2020-02-04,2020-02-06,38,0,58,"NO",0.395833333333333,-20
116839,63515,"Alabama",58,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-06,58,0,58,"YES",0.395833333333333,-20
116840,63515,"Alabama",37,"DEM","Bernard Sanders",2020-02-11,2020-02-04,2020-02-06,37,0,60,"NO",0.381443298969072,-23
116840,63515,"Alabama",60,"REP","Donald Trump",2020-02-11,2020-02-04,2020-02-06,60,0,60,"YES",0.381443298969072,-23
116793,63509,"Kansas",43,"DEM","Joseph R. Biden Jr.",2020-02-10,2020-01-30,2020-02-06,43,0,51,"NO",0.457446808510638,-8
116793,63509,"Kansas",51,"REP","Donald Trump",2020-02-10,2020-01-30,2020-02-06,51,0,51,"YES",0.457446808510638,-8
116794,63509,"Kansas",43,"DEM","Bernard Sanders",2020-02-10,2020-01-30,2020-02-06,43,0,53,"NO",0.447916666666667,-10
116794,63509,"Kansas",53,"REP","Donald Trump",2020-02-10,2020-01-30,2020-02-06,53,0,53,"YES",0.447916666666667,-10
116795,63509,"Kansas",50,"REP","Donald Trump",2020-02-10,2020-01-30,2020-02-06,50,0,50,"YES",0.462365591397849,-7
116796,63509,"Kansas",41,"DEM","Elizabeth Warren",2020-02-10,2020-01-30,2020-02-06,41,0,53,"NO",0.436170212765957,-12
116796,63509,"Kansas",53,"REP","Donald Trump",2020-02-10,2020-01-30,2020-02-06,53,0,53,"YES",0.436170212765957,-12
116697,63477,"New Hampshire",45,"DEM","Joseph R. Biden Jr.",2020-02-07,2020-02-04,2020-02-05,45,0,49,"NO",0.478723404255319,-4
116697,63477,"New Hampshire",49,"REP","Donald Trump",2020-02-07,2020-02-04,2020-02-05,49,0,49,"YES",0.478723404255319,-4
116698,63477,"New Hampshire",45,"DEM","Bernard Sanders",2020-02-07,2020-02-04,2020-02-05,45,0,48,"NO",0.483870967741935,-3
116698,63477,"New Hampshire",48,"REP","Donald Trump",2020-02-07,2020-02-04,2020-02-05,48,0,48,"YES",0.483870967741935,-3
116674,63470,"South Carolina",40,"DEM","Joseph R. Biden Jr.",2020-02-06,2020-01-31,2020-02-02,40,0,52,"NO",0.434782608695652,-12
116674,63470,"South Carolina",52,"REP","Donald Trump",2020-02-06,2020-01-31,2020-02-02,52,0,52,"YES",0.434782608695652,-12
116675,63470,"South Carolina",40,"DEM","Bernard Sanders",2020-02-06,2020-01-31,2020-02-02,40,0,52,"NO",0.434782608695652,-12
116675,63470,"South Carolina",52,"REP","Donald Trump",2020-02-06,2020-01-31,2020-02-02,52,0,52,"YES",0.434782608695652,-12
116676,63470,"South Carolina",52,"REP","Donald Trump",2020-02-06,2020-01-31,2020-02-02,52,0,52,"YES",0.428571428571429,-13
116677,63470,"South Carolina",36,"DEM","Elizabeth Warren",2020-02-06,2020-01-31,2020-02-02,36,0,54,"NO",0.4,-18
116677,63470,"South Carolina",54,"REP","Donald Trump",2020-02-06,2020-01-31,2020-02-02,54,0,54,"YES",0.4,-18
116678,63470,"South Carolina",34,"DEM","Pete Buttigieg",2020-02-06,2020-01-31,2020-02-02,34,0,52,"NO",0.395348837209302,-18
116678,63470,"South Carolina",52,"REP","Donald Trump",2020-02-06,2020-01-31,2020-02-02,52,0,52,"YES",0.395348837209302,-18
116679,63470,"South Carolina",52,"REP","Donald Trump",2020-02-06,2020-01-31,2020-02-02,52,0,52,"YES",0.395348837209302,-18
116680,63470,"South Carolina",32,"DEM","Amy Klobuchar",2020-02-06,2020-01-31,2020-02-02,32,0,52,"NO",0.380952380952381,-20
116680,63470,"South Carolina",52,"REP","Donald Trump",2020-02-06,2020-01-31,2020-02-02,52,0,52,"YES",0.380952380952381,-20
116681,63470,"South Carolina",53,"REP","Donald Trump",2020-02-06,2020-01-31,2020-02-02,53,0,53,"YES",0.383720930232558,-20
116543,63435,NA,47.2,"DEM","Bernard Sanders",2020-02-03,2020-01-30,2020-02-02,47.2,0,47.2,"YES",0.512486427795874,2.3
116543,63435,NA,44.9,"REP","Donald Trump",2020-02-03,2020-01-30,2020-02-02,44.9,0,47.2,"NO",0.512486427795874,2.3
116544,63435,NA,42.5,"DEM","Elizabeth Warren",2020-02-03,2020-01-30,2020-02-02,42.5,0,45.7,"NO",0.481859410430839,-3.2
116544,63435,NA,45.7,"REP","Donald Trump",2020-02-03,2020-01-30,2020-02-02,45.7,0,45.7,"YES",0.481859410430839,-3.2
116545,63435,NA,45.8,"DEM","Joseph R. Biden Jr.",2020-02-03,2020-01-30,2020-02-02,45.8,0,45.8,"YES",0.50219298245614,0.399999999999999
116545,63435,NA,45.4,"REP","Donald Trump",2020-02-03,2020-01-30,2020-02-02,45.4,0,45.8,"NO",0.50219298245614,0.399999999999999
116546,63435,NA,44.6,"DEM","Pete Buttigieg",2020-02-03,2020-01-30,2020-02-02,44.6,0,44.6,"YES",0.501687289088864,0.300000000000004
116546,63435,NA,44.3,"REP","Donald Trump",2020-02-03,2020-01-30,2020-02-02,44.3,0,44.6,"NO",0.501687289088864,0.300000000000004
116547,63435,NA,44.6,"REP","Donald Trump",2020-02-03,2020-01-30,2020-02-02,44.6,0,44.6,"YES",0.492027334851936,-1.4
116515,63433,NA,40,"REP","Donald Trump",2020-02-03,2020-01-27,2020-02-02,40,0,47,"NO",0.540229885057471,7
116516,63433,NA,46,"DEM","Joseph R. Biden Jr.",2020-02-03,2020-01-27,2020-02-02,46,0,46,"YES",0.522727272727273,4
116516,63433,NA,42,"REP","Donald Trump",2020-02-03,2020-01-27,2020-02-02,42,0,46,"NO",0.522727272727273,4
116517,63433,NA,46,"DEM","Bernard Sanders",2020-02-03,2020-01-27,2020-02-02,46,0,46,"YES",0.522727272727273,4
116517,63433,NA,42,"REP","Donald Trump",2020-02-03,2020-01-27,2020-02-02,42,0,46,"NO",0.522727272727273,4
116518,63433,NA,43,"DEM","Elizabeth Warren",2020-02-03,2020-01-27,2020-02-02,43,0,43,"YES",0.505882352941176,1
116518,63433,NA,42,"REP","Donald Trump",2020-02-03,2020-01-27,2020-02-02,42,0,43,"NO",0.505882352941176,1
116519,63433,NA,42,"DEM","Pete Buttigieg",2020-02-03,2020-01-27,2020-02-02,42,0,42,"YES",0.506024096385542,1
116519,63433,NA,41,"REP","Donald Trump",2020-02-03,2020-01-27,2020-02-02,41,0,42,"NO",0.506024096385542,1
116658,63466,"North Dakota",34,"DEM","Joseph R. Biden Jr.",2020-02-06,2020-01-28,2020-02-01,34,0,59,"NO",0.365591397849462,-25
116658,63466,"North Dakota",59,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,59,0,59,"YES",0.365591397849462,-25
116659,63466,"North Dakota",32,"DEM","Bernard Sanders",2020-02-06,2020-01-28,2020-02-01,32,0,61,"NO",0.344086021505376,-29
116659,63466,"North Dakota",61,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,61,0,61,"YES",0.344086021505376,-29
116660,63466,"North Dakota",33,"DEM","Amy Klobuchar",2020-02-06,2020-01-28,2020-02-01,33,0,59,"NO",0.358695652173913,-26
116660,63466,"North Dakota",59,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,59,0,59,"YES",0.358695652173913,-26
116661,63466,"North Dakota",59,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,59,0,59,"YES",0.351648351648352,-27
116662,63466,"North Dakota",31,"DEM","Elizabeth Warren",2020-02-06,2020-01-28,2020-02-01,31,0,62,"NO",0.333333333333333,-31
116662,63466,"North Dakota",62,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,62,0,62,"YES",0.333333333333333,-31
116663,63466,"North Dakota",31,"DEM","Pete Buttigieg",2020-02-06,2020-01-28,2020-02-01,31,0,59,"NO",0.344444444444444,-28
116663,63466,"North Dakota",59,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,59,0,59,"YES",0.344444444444444,-28
116664,63466,"North Dakota",38,"DEM","Joseph R. Biden Jr.",2020-02-06,2020-01-28,2020-02-01,38,0,57,"NO",0.4,-19
116664,63466,"North Dakota",57,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,57,0,57,"YES",0.4,-19
116665,63466,"North Dakota",35,"DEM","Bernard Sanders",2020-02-06,2020-01-28,2020-02-01,35,0,60,"NO",0.368421052631579,-25
116665,63466,"North Dakota",60,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,60,0,60,"YES",0.368421052631579,-25
116666,63466,"North Dakota",36,"DEM","Amy Klobuchar",2020-02-06,2020-01-28,2020-02-01,36,0,57,"NO",0.387096774193548,-21
116666,63466,"North Dakota",57,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,57,0,57,"YES",0.387096774193548,-21
116667,63466,"North Dakota",56,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,56,0,56,"YES",0.391304347826087,-20
116668,63466,"North Dakota",34,"DEM","Elizabeth Warren",2020-02-06,2020-01-28,2020-02-01,34,0,59,"NO",0.365591397849462,-25
116668,63466,"North Dakota",59,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,59,0,59,"YES",0.365591397849462,-25
116669,63466,"North Dakota",34,"DEM","Pete Buttigieg",2020-02-06,2020-01-28,2020-02-01,34,0,57,"NO",0.373626373626374,-23
116669,63466,"North Dakota",57,"REP","Donald Trump",2020-02-06,2020-01-28,2020-02-01,57,0,57,"YES",0.373626373626374,-23
116650,63464,"Tennessee",39,"DEM","Joseph R. Biden Jr.",2020-02-06,2020-01-28,2020-01-30,39,0,55,"NO",0.414893617021277,-16
116650,63464,"Tennessee",55,"REP","Donald Trump",2020-02-06,2020-01-28,2020-01-30,55,0,55,"YES",0.414893617021277,-16
116651,63464,"Tennessee",37,"DEM","Bernard Sanders",2020-02-06,2020-01-28,2020-01-30,37,0,57,"NO",0.393617021276596,-20
116651,63464,"Tennessee",57,"REP","Donald Trump",2020-02-06,2020-01-28,2020-01-30,57,0,57,"YES",0.393617021276596,-20
116652,63464,"Tennessee",36,"DEM","Elizabeth Warren",2020-02-06,2020-01-28,2020-01-30,36,0,57,"NO",0.387096774193548,-21
116652,63464,"Tennessee",57,"REP","Donald Trump",2020-02-06,2020-01-28,2020-01-30,57,0,57,"YES",0.387096774193548,-21
116653,63464,"Tennessee",38,"DEM","Pete Buttigieg",2020-02-06,2020-01-28,2020-01-30,38,0,55,"NO",0.408602150537634,-17
116653,63464,"Tennessee",55,"REP","Donald Trump",2020-02-06,2020-01-28,2020-01-30,55,0,55,"YES",0.408602150537634,-17
116654,63464,"Tennessee",54,"REP","Donald Trump",2020-02-06,2020-01-28,2020-01-30,54,0,54,"YES",0.419354838709677,-15
116429,63412,NA,49,"DEM","Joseph R. Biden Jr.",2020-01-31,2020-01-23,2020-01-30,49,0,49,"YES",0.505154639175258,1
116429,63412,NA,48,"REP","Donald Trump",2020-01-31,2020-01-23,2020-01-30,48,0,49,"NO",0.505154639175258,1
116430,63412,NA,47,"DEM","Bernard Sanders",2020-01-31,2020-01-23,2020-01-30,47,0,49,"NO",0.489583333333333,-2
116430,63412,NA,49,"REP","Donald Trump",2020-01-31,2020-01-23,2020-01-30,49,0,49,"YES",0.489583333333333,-2
116431,63412,NA,46,"DEM","Elizabeth Warren",2020-01-31,2020-01-23,2020-01-30,46,0,50,"NO",0.479166666666667,-4
116431,63412,NA,50,"REP","Donald Trump",2020-01-31,2020-01-23,2020-01-30,50,0,50,"YES",0.479166666666667,-4
116432,63412,NA,45,"DEM","Pete Buttigieg",2020-01-31,2020-01-23,2020-01-30,45,0,48,"NO",0.483870967741935,-3
116432,63412,NA,48,"REP","Donald Trump",2020-01-31,2020-01-23,2020-01-30,48,0,48,"YES",0.483870967741935,-3
116433,63412,NA,47,"REP","Donald Trump",2020-01-31,2020-01-23,2020-01-30,47,0,48,"NO",0.505263157894737,1
116462,63422,"Texas",37,"DEM","Elizabeth Warren",2020-02-02,2020-01-21,2020-01-30,37,0,46,"NO",0.44578313253012,-9
116462,63422,"Texas",46,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,46,0,46,"YES",0.44578313253012,-9
116463,63422,"Texas",42,"DEM","Joseph R. Biden Jr.",2020-02-02,2020-01-21,2020-01-30,42,0,44,"NO",0.488372093023256,-2
116463,63422,"Texas",44,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,44,0,44,"YES",0.488372093023256,-2
116464,63422,"Texas",45,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,45,0,45,"YES",0.482758620689655,-3
116465,63422,"Texas",39,"DEM","Bernard Sanders",2020-02-02,2020-01-21,2020-01-30,39,0,45,"NO",0.464285714285714,-6
116465,63422,"Texas",45,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,45,0,45,"YES",0.464285714285714,-6
116466,63422,"Texas",34,"DEM","Pete Buttigieg",2020-02-02,2020-01-21,2020-01-30,34,0,46,"NO",0.425,-12
116466,63422,"Texas",46,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,46,0,46,"YES",0.425,-12
116467,63422,"Texas",35,"DEM","Amy Klobuchar",2020-02-02,2020-01-21,2020-01-30,35,0,45,"NO",0.4375,-10
116467,63422,"Texas",45,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,45,0,45,"YES",0.4375,-10
116468,63422,"Texas",46,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,46,0,46,"YES",0.41025641025641,-14
116469,63422,"Texas",41,"DEM","Elizabeth Warren",2020-02-02,2020-01-21,2020-01-30,41,0,48,"NO",0.460674157303371,-7
116469,63422,"Texas",48,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,48,0,48,"YES",0.460674157303371,-7
116470,63422,"Texas",44,"DEM","Joseph R. Biden Jr.",2020-02-02,2020-01-21,2020-01-30,44,0,46,"NO",0.488888888888889,-2
116470,63422,"Texas",46,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,46,0,46,"YES",0.488888888888889,-2
116471,63422,"Texas",47,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,47,0,47,"YES",0.483516483516484,-3
116472,63422,"Texas",42,"DEM","Bernard Sanders",2020-02-02,2020-01-21,2020-01-30,42,0,47,"NO",0.471910112359551,-5
116472,63422,"Texas",47,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,47,0,47,"YES",0.471910112359551,-5
116473,63422,"Texas",37,"DEM","Pete Buttigieg",2020-02-02,2020-01-21,2020-01-30,37,0,47,"NO",0.44047619047619,-10
116473,63422,"Texas",47,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,47,0,47,"YES",0.44047619047619,-10
116474,63422,"Texas",38,"DEM","Amy Klobuchar",2020-02-02,2020-01-21,2020-01-30,38,0,46,"NO",0.452380952380952,-8
116474,63422,"Texas",46,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,46,0,46,"YES",0.452380952380952,-8
116475,63422,"Texas",47,"REP","Donald Trump",2020-02-02,2020-01-21,2020-01-30,47,0,47,"YES",0.433734939759036,-11
116478,63407,NA,50,"DEM","Joseph R. Biden Jr.",2020-02-02,2020-01-26,2020-01-29,50,0,50,"YES",0.531914893617021,6
116478,63407,NA,44,"REP","Donald Trump",2020-02-02,2020-01-26,2020-01-29,44,0,50,"NO",0.531914893617021,6
116479,63407,NA,48,"DEM","Elizabeth Warren",2020-02-02,2020-01-26,2020-01-29,48,0,48,"YES",0.516129032258065,3
116479,63407,NA,45,"REP","Donald Trump",2020-02-02,2020-01-26,2020-01-29,45,0,48,"NO",0.516129032258065,3
116480,63407,NA,49,"DEM","Bernard Sanders",2020-02-02,2020-01-26,2020-01-29,49,0,49,"YES",0.521276595744681,4
116480,63407,NA,45,"REP","Donald Trump",2020-02-02,2020-01-26,2020-01-29,45,0,49,"NO",0.521276595744681,4
116481,63407,NA,46,"DEM","Pete Buttigieg",2020-02-02,2020-01-26,2020-01-29,46,0,46,"YES",0.505494505494505,1
116481,63407,NA,45,"REP","Donald Trump",2020-02-02,2020-01-26,2020-01-29,45,0,46,"NO",0.505494505494505,1
116411,63408,NA,49,"DEM","Joseph R. Biden Jr.",2020-01-31,2020-01-15,2020-01-28,49,0,49,"YES",0.550561797752809,9
116411,63408,NA,40,"REP","Donald Trump",2020-01-31,2020-01-15,2020-01-28,40,0,49,"NO",0.550561797752809,9
116412,63408,NA,47,"DEM","Bernard Sanders",2020-01-31,2020-01-15,2020-01-28,47,0,47,"YES",0.540229885057471,7
116412,63408,NA,40,"REP","Donald Trump",2020-01-31,2020-01-15,2020-01-28,40,0,47,"NO",0.540229885057471,7
116413,63408,NA,45,"DEM","Elizabeth Warren",2020-01-31,2020-01-15,2020-01-28,45,0,45,"YES",0.523255813953488,4
116413,63408,NA,41,"REP","Donald Trump",2020-01-31,2020-01-15,2020-01-28,41,0,45,"NO",0.523255813953488,4
116414,63408,NA,43,"DEM","Pete Buttigieg",2020-01-31,2020-01-15,2020-01-28,43,0,43,"YES",0.518072289156627,3
116414,63408,NA,40,"REP","Donald Trump",2020-01-31,2020-01-15,2020-01-28,40,0,43,"NO",0.518072289156627,3
116415,63408,NA,42,"DEM","Amy Klobuchar",2020-01-31,2020-01-15,2020-01-28,42,0,42,"YES",0.51219512195122,2
116415,63408,NA,40,"REP","Donald Trump",2020-01-31,2020-01-15,2020-01-28,40,0,42,"NO",0.51219512195122,2
116201,63366,NA,47,"DEM","Joseph R. Biden Jr.",2020-01-28,2020-01-20,2020-01-26,47,0,47,"YES",0.534090909090909,6
116201,63366,NA,41,"REP","Donald Trump",2020-01-28,2020-01-20,2020-01-26,41,0,47,"NO",0.534090909090909,6
116202,63366,NA,46,"DEM","Bernard Sanders",2020-01-28,2020-01-20,2020-01-26,46,0,46,"YES",0.528735632183908,5
116202,63366,NA,41,"REP","Donald Trump",2020-01-28,2020-01-20,2020-01-26,41,0,46,"NO",0.528735632183908,5
116203,63366,NA,41,"REP","Donald Trump",2020-01-28,2020-01-20,2020-01-26,41,0,45,"NO",0.523255813953488,4
116204,63366,NA,43,"DEM","Pete Buttigieg",2020-01-28,2020-01-20,2020-01-26,43,0,43,"YES",0.511904761904762,2
116204,63366,NA,41,"REP","Donald Trump",2020-01-28,2020-01-20,2020-01-26,41,0,43,"NO",0.511904761904762,2
116205,63366,NA,43,"DEM","Elizabeth Warren",2020-01-28,2020-01-20,2020-01-26,43,0,43,"YES",0.5,0
116205,63366,NA,43,"REP","Donald Trump",2020-01-28,2020-01-20,2020-01-26,43,0,43,"YES",0.5,0
116073,63338,NA,50.4,"DEM","Joseph R. Biden Jr.",2020-01-23,2020-01-21,2020-01-23,50.4,0,50.4,"YES",0.504,0.799999999999997
116073,63338,NA,49.6,"REP","Donald Trump",2020-01-23,2020-01-21,2020-01-23,49.6,0,50.4,"NO",0.504,0.799999999999997
116074,63338,NA,51.4,"DEM","Bernard Sanders",2020-01-23,2020-01-21,2020-01-23,51.4,0,51.4,"YES",0.514,2.8
116074,63338,NA,48.6,"REP","Donald Trump",2020-01-23,2020-01-21,2020-01-23,48.6,0,51.4,"NO",0.514,2.8
116075,63338,NA,49.6,"DEM","Elizabeth Warren",2020-01-23,2020-01-21,2020-01-23,49.6,0,50.4,"NO",0.496,-0.799999999999997
116075,63338,NA,50.4,"REP","Donald Trump",2020-01-23,2020-01-21,2020-01-23,50.4,0,50.4,"YES",0.496,-0.799999999999997
116076,63338,NA,49.1,"DEM","Pete Buttigieg",2020-01-23,2020-01-21,2020-01-23,49.1,0,50.9,"NO",0.491,-1.8
116076,63338,NA,50.9,"REP","Donald Trump",2020-01-23,2020-01-21,2020-01-23,50.9,0,50.9,"YES",0.491,-1.8
116153,63344,NA,51,"DEM","Joseph R. Biden Jr.",2020-01-27,2020-01-20,2020-01-23,51,0,51,"YES",0.536842105263158,7
116153,63344,NA,44,"REP","Donald Trump",2020-01-27,2020-01-20,2020-01-23,44,0,51,"NO",0.536842105263158,7
116154,63344,NA,52,"DEM","Bernard Sanders",2020-01-27,2020-01-20,2020-01-23,52,0,52,"YES",0.541666666666667,8
116154,63344,NA,44,"REP","Donald Trump",2020-01-27,2020-01-20,2020-01-23,44,0,52,"NO",0.541666666666667,8
116155,63344,NA,50,"DEM","Elizabeth Warren",2020-01-27,2020-01-20,2020-01-23,50,0,50,"YES",0.526315789473684,5
116155,63344,NA,45,"REP","Donald Trump",2020-01-27,2020-01-20,2020-01-23,45,0,50,"NO",0.526315789473684,5
116156,63344,NA,43,"REP","Donald Trump",2020-01-27,2020-01-20,2020-01-23,43,0,51,"NO",0.542553191489362,8
116157,63344,NA,46,"DEM","Pete Buttigieg",2020-01-27,2020-01-20,2020-01-23,46,0,46,"YES",0.505494505494505,1
116157,63344,NA,45,"REP","Donald Trump",2020-01-27,2020-01-20,2020-01-23,45,0,46,"NO",0.505494505494505,1
116158,63344,NA,49,"DEM","Amy Klobuchar",2020-01-27,2020-01-20,2020-01-23,49,0,49,"YES",0.526881720430108,5
116158,63344,NA,44,"REP","Donald Trump",2020-01-27,2020-01-20,2020-01-23,44,0,49,"NO",0.526881720430108,5
116159,63344,NA,50,"DEM","Joseph R. Biden Jr.",2020-01-27,2020-01-20,2020-01-23,50,0,50,"YES",0.520833333333333,4
116159,63344,NA,46,"REP","Donald Trump",2020-01-27,2020-01-20,2020-01-23,46,0,50,"NO",0.520833333333333,4
116160,63344,NA,49,"DEM","Bernard Sanders",2020-01-27,2020-01-20,2020-01-23,49,0,49,"YES",0.510416666666667,2
116160,63344,NA,47,"REP","Donald Trump",2020-01-27,2020-01-20,2020-01-23,47,0,49,"NO",0.510416666666667,2
116161,63344,NA,48,"DEM","Elizabeth Warren",2020-01-27,2020-01-20,2020-01-23,48,0,48,"YES",0.5,0
116161,63344,NA,48,"REP","Donald Trump",2020-01-27,2020-01-20,2020-01-23,48,0,48,"YES",0.5,0
